userID,movieID,rating
6,117,3
6,124,4
6,125,3
6,131,3
6,133,3
6,134,4
6,135,4
6,136,4
6,143,3
6,151,3
6,154,3
6,156,4
6,175,4
6,180,3
6,183,3
6,187,4
6,188,3
6,189,4
6,193,4
6,195,3
6,197,4
6,199,4
6,204,3
6,205,4
6,208,4
6,209,4
6,211,3
6,213,4
6,221,3
6,238,3
6,248,3
6,258,4
6,269,4
6,275,3
6,276,3
6,284,3
6,286,3
6,294,3
6,297,3
6,301,3
6,304,3
6,318,4
6,357,4
6,423,3
6,432,3
6,458,3
6,459,3
6,463,3
6,466,3
6,467,3
6,469,3
6,470,3
6,471,3
6,475,3
6,476,3
6,477,3
6,478,4
6,479,4
6,480,4
6,481,4
6,483,4
6,484,4
6,486,3
6,487,4
6,488,4
6,492,3
6,498,4
6,499,3
6,500,3
6,506,3
6,508,3
6,509,4
6,511,4
6,513,4
6,515,4
6,517,3
6,518,3
6,521,3
6,523,3
6,524,3
6,525,3
6,526,4
6,528,4
6,532,3
6,534,3
7,7,3
7,8,4
7,10,3
7,22,4
7,28,4
7,32,4
7,44,3
7,53,3
7,54,3
7,72,3
7,78,2
7,79,4
7,81,3
7,82,3
7,89,4
7,90,3
7,92,3
7,93,4
7,101,3
7,106,3
7,118,3
7,121,3
7,126,4
7,127,4
7,131,3
7,133,4
7,136,4
7,139,3
7,142,3
7,151,4
7,153,4
7,154,4
7,156,4
7,161,3
7,162,3
7,163,3
7,166,4
7,168,4
7,171,4
7,172,4
7,174,4
7,176,4
7,177,4
7,181,3
7,182,4
7,183,4
7,185,4
7,188,4
7,190,4
7,191,4
7,193,4
7,195,4
7,196,4
7,200,4
7,203,4
7,205,4
7,207,4
7,208,4
7,210,4
7,212,3
7,223,4
7,226,3
7,227,3
7,228,4
7,232,3
7,241,3
7,259,3
7,260,3
7,264,3
7,266,2
7,268,3
7,269,4
7,273,3
7,281,3
7,285,4
7,288,3
7,300,4
7,307,3
7,334,3
7,378,4
7,382,3
7,385,4
7,389,4
7,393,3
7,396,3
7,399,3
7,401,3
7,404,4
7,418,3
7,420,4
7,423,4
7,428,4
7,430,4
7,431,3
7,432,4
7,435,4
7,448,3
7,450,2
7,451,3
7,455,3
7,461,3
7,471,4
7,472,3
7,479,4
7,480,4
7,481,4
7,482,4
7,483,4
7,484,4
7,485,3
7,489,4
7,491,4
7,492,4
7,495,3
7,496,4
7,497,4
7,498,4
7,501,3
7,504,4
7,505,4
7,511,4
7,514,4
7,515,4
7,519,4
7,520,4
7,526,4
7,528,4
7,530,4
7,537,4
7,541,3
7,542,2
7,543,4
7,548,3
7,550,3
7,553,3
7,554,3
7,555,3
7,559,3
7,560,3
7,562,3
7,563,2
7,564,2
7,567,3
7,570,3
7,576,3
7,579,2
7,580,4
7,581,3
7,582,4
7,587,3
7,589,4
7,599,3
7,604,4
7,608,4
7,614,4
7,618,3
7,619,3
7,621,4
7,622,3
7,623,3
7,624,3
7,626,3
7,627,3
7,630,3
7,633,4
7,636,3
7,637,3
7,642,3
7,643,4
7,644,4
7,645,3
7,647,4
7,648,4
7,650,3
7,653,4
7,654,4
7,657,4
7,658,3
7,659,4
7,661,4
7,662,4
7,667,2
7,669,2
7,673,3
7,674,3
7,675,3
7,676,3
7,680,2
7,681,3
7,683,2
8,7,3
8,22,4
8,50,4
8,56,3
8,79,4
8,89,3
8,127,4
8,144,3
8,172,4
8,176,4
8,182,4
8,183,4
8,188,3
8,190,3
8,210,4
8,258,4
8,294,3
8,301,3
8,338,2
8,385,3
8,457,2
8,511,4
8,550,3
8,568,3
8,651,4
8,685,3
8,686,3
8,687,2
8,689,3
9,6,4
9,286,4
9,298,4
9,340,4
9,479,4
9,487,4
9,507,4
9,521,4
9,527,4
9,691,3
10,1,4
10,4,4
10,7,4
10,13,3
10,16,3
10,22,4
10,48,4
10,56,4
10,64,5
10,98,5
10,99,4
10,100,4
10,124,4
10,127,4
10,132,4
10,133,4
10,135,4
10,144,4
10,155,3
10,156,5
10,160,4
10,164,4
10,168,4
10,175,4
10,176,5
10,183,4
10,186,4
10,191,4
10,194,5
10,195,4
10,199,5
10,200,4
10,203,4
10,218,4
10,223,4
10,234,4
10,269,4
10,275,4
10,283,4
10,285,4
10,289,3
10,294,4
10,321,3
10,340,3
10,367,3
10,371,4
10,385,4
10,418,4
10,420,4
10,435,4
10,447,4
10,461,4
10,463,4
10,474,4
10,475,4
10,483,4
10,486,4
10,488,5
10,489,4
10,493,4
10,495,3
10,496,4
10,497,4
10,498,4
10,504,4
10,505,4
10,509,4
10,519,4
10,521,4
10,558,4
10,588,4
10,603,4
10,611,4
10,615,4
10,651,4
10,652,4
10,655,4
10,656,4
10,657,4
10,695,3
10,696,3
10,698,3
10,702,4
10,703,3
10,704,3
10,705,4
10,706,4
10,710,4
10,711,4
10,712,3
11,9,4
11,12,4
11,22,4
11,38,3
11,40,3
11,47,3
11,51,3
11,90,3
11,94,3
11,97,3
11,100,4
11,109,3
11,110,2
11,111,3
11,120,2
11,135,3
11,175,3
11,185,3
11,190,4
11,191,3
11,194,4
11,203,3
11,204,3
11,215,3
11,216,3
11,227,3
11,230,3
11,241,3
11,260,2
11,268,3
11,277,2
11,291,3
11,300,3
11,312,3
11,350,3
11,383,2
11,395,2
11,402,3
11,425,3
11,428,3
11,429,3
11,435,3
11,455,3
11,517,3
11,521,3
11,524,3
11,558,3
11,561,3
11,573,3
11,597,2
11,652,3
11,660,3
11,663,3
11,710,3
11,713,3
11,714,3
11,720,3
11,721,3
11,722,3
11,723,3
11,725,2
11,726,2
11,730,3
11,732,3
11,733,3
11,734,2
11,735,4
11,736,3
11,739,3
11,740,4
11,741,3
11,743,1
11,744,3
11,746,3
11,751,3
11,752,3
12,15,4
12,28,4
12,50,4
12,71,4
12,82,4
12,96,4
12,97,4
12,132,4
12,143,4
12,157,4
12,172,5
12,191,4
12,196,4
12,200,4
12,204,4
12,276,4
12,282,4
12,300,4
12,318,4
12,381,4
12,402,4
12,471,4
12,684,4
12,735,4
12,753,4
12,754,4
13,2,2
13,11,3
13,14,3
13,21,2
13,24,2
13,25,3
13,27,2
13,29,2
13,40,2
13,42,3
13,45,3
13,48,3
13,56,3
13,59,3
13,61,3
13,64,3
13,66,3
13,71,3
13,72,2
13,73,2
13,88,3
13,90,2
13,94,2
13,97,3
13,98,3
13,100,3
13,109,2
13,118,2
13,121,2
13,124,3
13,137,3
13,144,3
13,147,3
13,150,3
13,153,3
13,154,3
13,161,3
13,167,2
13,168,3
13,173,3
13,178,3
13,180,3
13,181,4
13,185,3
13,186,3
13,190,3
13,195,3
13,196,3
13,198,3
13,201,3
13,208,3
13,210,3
13,212,3
13,215,3
13,217,2
13,219,3
13,226,3
13,229,2
13,230,3
13,232,3
13,238,3
13,243,2
13,258,3
13,261,2
13,263,1
13,265,3
13,268,3
13,269,3
13,270,3
13,271,2
13,272,3
13,273,3
13,276,3
13,281,2
13,287,3
13,289,2
13,290,3
13,294,3
13,300,3
13,301,3
13,302,3
13,303,3
13,305,3
13,308,3
13,312,2
13,314,1
13,315,3
13,317,3
13,318,3
13,319,2
13,320,4
13,331,3
13,333,3
13,334,2
13,338,2
13,340,3
13,341,2
13,343,2
13,344,3
13,345,3
13,349,2
13,351,2
13,353,2
13,354,3
13,360,2
13,363,2
13,377,2
13,379,2
13,384,2
13,385,3
13,387,2
13,391,2
13,396,2
13,402,3
13,405,3
13,409,2
13,414,3
13,416,3
13,418,3
13,420,3
13,421,3
13,423,3
13,428,3
13,431,3
13,436,3
13,437,1
13,440,1
13,443,3
13,447,2
13,449,2
13,450,2
13,451,2
13,452,2
13,457,1
13,467,3
13,472,2
13,476,2
13,477,2
13,480,4
13,481,3
13,482,3
13,483,4
13,488,3
13,493,3
13,498,3
13,501,3
13,502,3
13,505,3
13,508,2
13,509,3
13,514,3
13,516,3
13,517,3
13,519,3
13,520,3
13,524,3
13,526,3
13,530,3
13,539,2
13,540,2
13,546,2
13,548,2
13,564,1
13,567,2
13,570,2
13,588,3
13,589,3
13,596,2
13,597,2
13,601,3
13,604,3
13,610,3
13,612,3
13,614,3
13,615,3
13,617,3
13,624,3
13,625,2
13,632,3
13,651,3
13,652,3
13,659,3
13,665,2
13,673,2
13,678,2
13,682,2
13,683,1
13,685,3
13,694,3
13,705,3
13,716,2
13,720,2
13,735,3
13,752,2
13,755,2
13,759,1
13,764,2
13,766,3
13,772,2
13,776,3
13,780,2
13,781,3
13,782,2
13,783,2
13,784,2
13,786,2
13,787,3
13,788,2
13,794,3
13,802,2
13,805,3
13,807,2
13,808,2
13,809,2
13,812,2
13,814,3
13,816,2
13,820,2
13,821,2
13,823,2
13,828,3
13,830,3
13,831,2
13,836,2
13,839,3
13,840,2
13,842,2
13,844,3
13,847,3
13,848,2
13,852,3
13,854,3
13,856,3
13,857,3
13,858,1
13,859,2
13,860,2
13,861,2
13,864,2
13,866,2
13,868,4
13,869,2
13,874,2
13,875,2
13,876,2
13,877,2
13,878,2
13,885,2
13,887,3
13,888,2
13,890,1
13,892,2
13,894,1
13,898,3
13,901,1
13,906,2
13,907,2
13,908,2
13,910,2
13,912,2
13,913,4
13,915,3
13,918,3
14,7,4
14,9,4
14,13,3
14,14,4
14,15,4
14,18,3
14,22,4
14,23,4
14,42,4
14,50,4
14,56,4
14,70,4
14,93,4
14,98,4
14,100,4
14,111,4
14,116,4
14,121,4
14,151,4
14,168,4
14,172,4
14,174,4
14,175,4
14,176,4
14,181,4
14,202,4
14,204,4
14,211,4
14,213,4
14,242,4
14,269,4
14,275,4
14,283,4
14,285,4
14,313,4
14,357,4
14,408,4
14,455,3
14,474,4
14,475,4
14,477,3
14,492,4
14,498,4
14,509,4
14,514,4
14,517,4
14,519,4
14,530,4
14,596,3
14,603,4
14,655,4
14,709,4
14,716,3
14,792,4
14,813,4
14,845,4
14,922,4
15,1,3
15,7,3
15,9,3
15,18,2
15,20,2
15,25,3
15,127,3
15,137,2
15,148,2
15,222,3
15,244,2
15,274,3
15,278,3
15,286,3
15,289,2
15,300,2
15,301,2
15,307,2
15,331,2
15,405,2
15,411,2
15,458,2
15,459,3
15,471,2
15,473,2
15,476,2
15,508,2
15,591,3
15,620,2
15,678,2
15,685,2
15,696,2
15,742,2
15,744,3
15,749,2
15,754,2
15,815,2
15,864,2
15,889,3
15,924,2
15,929,2
15,932,2
15,933,2
15,937,2
16,7,4
16,8,4
16,9,4
16,22,5
16,27,4
16,28,4
16,31,4
16,51,4
16,55,4
16,56,4
16,64,5
16,69,4
16,70,4
16,76,4
16,89,5
16,92,4
16,96,4
16,99,4
16,134,4
16,144,4
16,151,4
16,155,3
16,156,4
16,160,4
16,161,4
16,164,4
16,168,4
16,174,5
16,178,5
16,182,4
16,183,4
16,191,4
16,194,4
16,195,4
16,197,4
16,209,4
16,228,4
16,230,4
16,233,3
16,284,4
16,288,4
16,294,4
16,300,4
16,318,4
16,357,4
16,418,4
16,443,4
16,447,4
16,471,4
16,479,4
16,482,5
16,496,4
16,504,4
16,546,4
16,564,3
16,602,4
16,603,4
16,606,4
16,629,3
16,654,4
16,655,4
16,657,5
16,692,4
16,693,4
16,705,4
16,735,4
16,761,4
16,812,3
16,940,3
16,942,4
16,944,3
17,1,3
17,9,3
17,13,3
17,125,3
17,151,3
17,237,3
17,245,3
17,508,3
17,744,3
18,1,4
18,12,4
18,13,3
18,14,4
18,19,4
18,25,4
18,26,3
18,47,4
18,57,3
18,58,4
18,64,5
18,69,4
18,70,4
18,71,3
18,82,3
18,86,4
18,89,4
18,97,4
18,99,3
18,113,4
18,126,4
18,131,4
18,135,4
18,136,4
18,151,3
18,152,3
18,154,3
18,162,4
18,169,5
18,170,4
18,179,4
18,180,4
18,181,4
18,182,4
18,185,4
18,186,4
18,188,4
18,190,4
18,191,4
18,193,4
18,194,4
18,195,4
18,196,4
18,199,4
18,202,4
18,209,4
18,214,3
18,215,4
18,224,4
18,234,4
18,237,3
18,241,4
18,275,4
18,276,4
18,286,4
18,318,4
18,367,4
18,387,4
18,393,3
18,408,4
18,423,4
18,428,4
18,432,3
18,443,4
18,451,3
18,462,4
18,463,4
18,479,4
18,483,4
18,485,4
18,487,4
18,488,4
18,494,4
18,496,4
18,497,4
18,498,4
18,509,4
18,513,4
18,514,4
18,515,4
18,523,4
18,526,4
18,527,4
18,530,4
18,602,3
18,607,4
18,609,3
18,610,3
18,629,3
18,630,3
18,647,4
18,659,4
18,660,4
18,692,3
18,699,4
18,705,4
18,729,3
18,732,4
18,739,3
18,775,3
18,778,3
18,792,4
18,794,3
18,863,4
18,921,4
18,923,4
18,950,3
18,953,3
18,954,3
18,955,3
18,960,3
18,961,3
18,964,4
18,965,4
18,966,4
18,968,4
18,970,4
18,971,4
19,4,3
19,153,3
19,201,3
19,258,3
19,310,3
19,313,4
19,382,3
19,435,3
19,655,3
19,692,3
20,1,3
20,11,3
20,69,3
20,87,3
20,95,3
20,98,3
20,118,3
20,121,3
20,144,3
20,172,3
20,176,3
20,186,3
20,194,3
20,208,3
20,252,2
20,288,2
20,405,3
20,568,3
20,597,2
20,678,2
20,742,3
20,931,2
21,56,3
21,98,3
21,100,2
21,103,1
21,106,1
21,118,2
21,121,2
21,129,2
21,148,1
21,164,2
21,184,2
21,217,2
21,218,2
21,219,1
21,222,2
21,234,2
21,242,3
21,245,2
21,258,2
21,288,2
21,291,2
21,292,3
21,294,2
21,295,2
21,298,3
21,299,2
21,319,2
21,320,3
21,324,2
21,325,1
21,326,2
21,327,2
21,328,2
21,370,1
21,396,2
21,424,1
21,439,0
21,440,1
21,441,1
21,445,2
21,447,2
21,448,2
21,452,1
21,457,1
21,473,2
21,558,2
21,565,2
21,569,1
21,590,1
21,591,2
21,595,1
21,596,2
21,665,1
21,668,2
21,670,1
21,671,3
21,678,1
21,687,1
21,688,0
21,696,2
21,717,1
21,741,2
21,742,2
21,758,1
21,773,2
21,774,2
21,816,1
21,820,1
21,834,1
21,839,2
21,844,2
21,859,2
21,860,1
21,875,1
21,928,2
21,930,1
21,931,1
21,948,1
21,974,2
21,977,1
21,979,2
21,982,1
21,985,2
21,995,2
22,29,2
22,79,3
22,80,2
22,96,4
22,110,2
22,117,3
22,118,2
22,121,3
22,128,3
22,153,3
22,154,3
22,168,3
22,172,3
22,173,3
22,176,4
22,186,3
22,194,3
22,195,3
22,204,3
22,208,3
22,222,3
22,226,3
22,227,3
22,230,3
22,238,3
22,241,3
22,258,3
22,294,2
22,358,2
22,376,2
22,377,2
22,386,2
22,393,3
22,399,3
22,403,3
22,407,1
22,411,2
22,433,3
22,435,3
22,455,3
22,456,2
22,502,3
22,510,3
22,511,4
22,550,3
22,554,2
22,648,3
22,683,2
22,687,2
22,692,3
22,780,3
22,791,2
22,871,1
22,878,2
22,948,1
22,997,2
22,999,2
22,1001,1
23,1,4
23,13,3
23,28,3
23,32,3
23,50,4
23,70,4
23,71,3
23,83,4
23,88,3
23,90,3
23,98,4
23,99,3
23,109,3
23,133,3
23,143,3
23,170,4
23,172,4
23,177,3
23,183,4
23,188,3
23,189,4
23,191,4
23,196,3
23,209,4
23,213,3
23,215,3
23,219,3
23,222,4
23,228,4
23,229,3
23,238,3
23,257,4
23,258,4
23,269,4
23,315,4
23,323,2
23,357,4
23,380,3
23,381,3
23,385,3
23,404,3
23,405,3
23,419,3
23,421,3
23,427,4
23,463,3
23,483,4
23,504,3
23,511,4
23,512,4
23,516,3
23,518,4
23,527,3
23,528,4
23,546,3
23,549,3
23,662,3
23,705,4
23,710,3
23,739,2
23,747,3
23,1005,4
23,1006,3
24,9,5
24,25,4
24,56,4
24,64,5
24,100,5
24,109,4
24,117,4
24,129,4
24,153,4
24,178,4
24,191,4
24,216,4
24,258,4
24,275,4
24,286,4
24,294,4
24,318,5
24,358,3
24,367,4
24,372,4
24,427,5
24,475,4
24,477,3
24,508,4
24,662,4
24,742,4
24,763,4
25,8,4
25,13,3
25,25,3
25,50,4
25,114,4
25,127,4
25,135,4
25,151,3
25,169,5
25,174,4
25,181,4
25,189,4
25,197,4
25,208,4
25,222,3
25,228,4
25,238,4
25,239,4
25,257,4
25,258,4
25,269,4
25,275,4
25,357,4
25,427,4
25,432,4
25,455,3
25,477,3
25,478,4
25,480,4
25,498,4
25,501,4
25,520,4
25,615,4
25,633,4
25,729,4
25,742,4
25,969,4
26,7,3
26,9,3
26,13,2
26,15,3
26,25,3
26,100,3
26,117,3
26,125,3
26,127,2
26,150,2
26,235,2
26,237,2
26,240,2
26,255,2
26,257,3
26,258,3
26,269,3
26,286,2
26,292,2
26,294,2
26,315,3
26,321,2
26,322,2
26,333,2
26,343,2
26,410,2
26,455,2
26,476,2
26,508,3
26,597,2
26,685,2
26,742,2
26,864,2
26,871,1
26,926,1
26,930,2
26,979,2
26,1008,2
26,1009,2
26,1015,2
26,1016,2
27,100,3
27,121,2
27,246,3
27,281,2
27,295,3
27,298,3
27,325,2
27,370,2
27,475,2
27,508,3
27,515,3
27,596,3
27,742,3
27,925,3
27,978,3
28,7,3
28,12,4
28,50,4
28,70,3
28,79,4
28,89,4
28,95,3
28,98,4
28,100,3
28,143,3
28,145,2
28,153,3
28,173,4
28,174,4
28,184,3
28,201,3
28,209,4
28,217,3
28,218,3
28,222,4
28,223,4
28,228,3
28,234,3
28,258,3
28,271,3
28,282,3
28,294,2
28,380,3
28,423,4
28,436,3
28,441,3
28,450,2
28,479,4
28,480,4
28,568,3
28,646,3
28,665,3
28,678,2
28,800,3
28,895,3
29,98,4
29,189,4
29,245,3
29,259,3
29,269,4
29,270,4
29,294,3
29,302,4
29,332,3
29,343,3
29,358,3
29,539,3
29,678,2
29,689,3
29,748,3
29,874,4
29,1018,3
30,7,3
30,28,4
30,82,3
30,181,3
30,231,2
30,255,3
30,286,4
30,289,3
30,294,3
30,301,3
30,435,3
30,531,4
30,538,3
30,539,2
30,678,3
30,688,2
30,1007,4
30,1013,2
31,79,4
31,124,4
31,135,4
31,302,4
31,321,3
31,484,4
31,493,4
31,498,4
31,504,4
31,514,4
31,682,3
31,705,4
31,886,3
32,100,3
32,117,3
32,118,3
32,122,2
32,151,3
32,235,2
32,245,3
32,246,4
32,249,2
32,250,3
32,257,3
32,259,2
32,276,3
32,290,3
32,294,3
32,591,3
32,866,3
32,1012,3
32,1016,3
33,258,3
33,292,3
33,307,3
33,313,4
33,328,3
33,333,3
33,343,3
33,751,4
33,872,4
33,895,3
34,242,4
34,245,3
34,259,3
34,286,4
34,299,3
34,310,3
34,312,3
34,329,3
34,332,3
34,690,3
35,242,3
35,243,2
35,259,2
35,322,2
35,332,2
35,680,2
35,877,2
35,1025,2
36,268,4
36,269,4
36,307,4
36,310,4
36,319,3
36,339,3
36,682,3
36,748,3
36,882,4
36,883,3
36,885,4
37,11,3
37,22,3
37,24,3
37,55,3
37,56,3
37,79,3
37,117,3
37,161,3
37,176,3
37,183,3
37,195,3
37,222,3
37,265,3
37,288,2
37,363,2
37,403,3
37,540,2
37,597,2
37,685,3
37,948,2
38,1,4
38,22,4
38,28,4
38,67,3
38,71,4
38,79,4
38,82,3
38,88,3
38,94,3
38,95,4
38,99,4
38,118,3
38,122,2
38,133,4
38,139,2
38,140,3
38,145,2
38,153,3
38,161,3
38,211,4
38,216,4
38,218,3
38,225,3
38,226,3
38,234,4
38,252,3
38,257,4
38,318,4
38,328,3
38,383,3
38,384,2
38,389,4
38,392,3
38,393,3
38,403,3
38,404,3
38,419,4
38,423,4
38,424,4
38,432,4
38,444,3
38,450,3
38,465,4
38,508,4
38,526,4
38,550,4
38,573,3
38,616,3
38,672,3
38,679,3
38,720,3
38,758,4
38,780,3
38,838,4
38,916,3
38,1014,3
38,1030,3
38,1034,3
39,258,4
39,300,3
39,306,3
39,315,4
39,333,4
39,345,3
39,347,3
39,352,4
39,900,4
40,243,1
40,258,3
40,268,2
40,271,2
40,294,2
40,303,2
40,333,2
40,340,2
40,345,2
40,347,2
40,750,2
40,754,2
40,880,2
41,1,4
41,28,4
41,31,4
41,69,3
41,98,4
41,100,4
41,153,3
41,170,4
41,174,4
41,181,4
41,209,4
41,265,4
41,286,4
41,289,3
41,313,5
41,423,3
41,435,4
41,486,4
41,518,4
41,746,4
41,751,3
42,12,4
42,25,3
42,28,3
42,44,3
42,48,4
42,63,3
42,69,3
42,70,3
42,72,3
42,77,3
42,79,4
42,82,3
42,88,3
42,95,4
42,96,4
42,98,4
42,99,3
42,102,3
42,118,3
42,121,3
42,131,3
42,142,3
42,143,4
42,172,4
42,176,4
42,183,4
42,185,3
42,194,3
42,195,4
42,196,3
42,204,4
42,210,4
42,211,4
42,215,3
42,216,3
42,222,3
42,230,3
42,234,3
42,265,4
42,274,3
42,276,3
42,280,3
42,281,3
42,357,4
42,367,3
42,380,3
42,403,3
42,404,3
42,405,3
42,409,3
42,410,3
42,413,2
42,418,3
42,423,3
42,428,4
42,432,3
42,451,3
42,456,2
42,479,4
42,496,4
42,506,3
42,521,3
42,546,3
42,566,3
42,568,3
42,588,3
42,603,4
42,606,3
42,625,3
42,684,3
42,685,3
42,692,3
42,732,3
42,736,3
42,742,3
42,746,3
42,781,3
42,785,3
42,794,3
42,834,2
42,845,3
42,866,3
42,925,3
42,939,3
42,953,3
42,977,2
42,999,2
42,1028,3
42,1040,2
42,1041,3
42,1043,3
42,1044,3
42,1045,3
42,1049,3
42,1051,3
43,1,3
43,5,3
43,7,3
43,11,4
43,14,4
43,15,4
43,17,3
43,26,3
43,40,2
43,47,3
43,49,3
43,50,4
43,51,3
43,52,3
43,54,3
43,56,3
43,63,3
43,64,4
43,66,3
43,71,3
43,77,3
43,91,3
43,95,4
43,98,4
43,114,4
43,117,4
43,118,3
43,120,2
43,137,3
43,151,3
43,153,3
43,155,3
43,161,3
43,173,4
43,175,3
43,181,3
43,191,4
43,203,4
43,204,3
43,210,3
43,215,4
43,216,3
43,225,3
43,235,3
43,237,4
43,238,3
43,241,3
43,252,2
43,271,3
43,272,4
43,275,3
43,284,3
43,285,4
43,286,3
43,289,3
43,298,3
43,300,3
43,302,4
43,315,4
43,316,4
43,318,4
43,321,3
43,323,3
43,328,3
43,336,2
43,371,3
43,382,3
43,393,3
43,402,3
43,403,3
43,405,3
43,409,3
43,423,4
43,432,3
43,471,3
43,486,3
43,498,4
43,501,3
43,516,4
43,531,3
43,553,3
43,568,4
43,596,3
43,597,3
43,628,3
43,631,3
43,648,3
43,684,3
43,692,3
43,705,4
43,724,3
43,732,3
43,751,3
43,792,3
43,815,3
43,820,2
43,847,3
43,866,3
43,879,3
43,931,2
43,944,3
43,946,3
43,950,4
43,951,3
43,956,3
43,966,4
43,993,3
43,1053,3
43,1057,2
44,5,3
44,9,4
44,11,3
44,15,3
44,21,2
44,55,4
44,56,4
44,82,3
44,88,3
44,91,3
44,95,3
44,96,3
44,106,3
44,118,3
44,120,1
44,123,3
44,147,3
44,148,3
44,153,3
44,155,3
44,161,3
44,164,3
44,168,4
44,174,4
44,176,4
44,185,4
44,191,4
44,193,4
44,195,4
44,202,3
44,204,3
44,208,4
44,209,3
44,214,3
44,216,3
44,227,3
44,228,4
44,229,3
44,230,3
44,237,3
44,238,4
44,240,3
44,245,3
44,250,3
44,252,2
44,257,4
44,258,3
44,274,3
44,294,3
44,317,4
44,357,4
44,378,3
44,385,3
44,412,2
44,433,3
44,434,4
44,443,3
44,449,2
44,470,3
44,474,4
44,507,3
44,530,4
44,542,2
44,588,3
44,603,4
44,644,3
44,660,3
44,665,3
44,717,2
44,755,3
44,1058,3
45,1,3
45,15,3
45,21,2
45,25,3
45,100,4
45,108,3
45,109,3
45,118,2
45,121,2
45,127,3
45,237,3
45,276,3
45,472,2
45,473,3
45,476,2
45,763,3
45,952,3
45,1060,2
45,1061,3
46,7,4
46,127,4
46,151,4
46,181,4
46,288,4
46,294,3
46,307,4
46,313,4
46,327,3
46,328,4
46,333,4
46,538,4
46,690,4
46,909,3
46,1024,4
46,1062,3
47,268,3
47,292,3
47,302,4
47,306,4
47,321,3
47,323,2
47,324,3
47,340,3
47,995,3
48,28,3
48,50,4
48,71,3
48,132,4
48,170,4
48,172,4
48,174,4
48,181,4
48,187,4
48,195,4
48,202,4
48,210,4
48,228,4
48,259,2
48,266,3
48,286,4
48,306,4
48,308,3
